time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,time/fps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss,eval/mean_ep_length,eval/mean_reward
214872,103047,0.3966999999999999,0.05,2501,2,88.24,33555,0.0001,0.3907352685928345,,
214912,103065,0.4606999999999999,0.05,2502,2,87.85,33560,0.0001,0.39492414593696595,,
214928,103075,0.7979,0.05,2503,2,88.62,33565,0.0001,0.5217484116554261,,
214984,103099,1.0386,0.05,2504,2,88.68,33575,0.0001,0.6081542432308197,,
215040,,,0.05,,,,33580,0.0001,0.40085318982601165,91.4,10.280000000000001
215224,103320,0.7856000000000002,0.05,2505,2,88.06,33610,0.0001,0.34659190475940704,,
215256,103335,0.857,0.05,2506,2,88.35,33615,0.0001,0.49317962527275083,,
215392,103377,0.5223,0.05,2507,2,88.06,33635,0.0001,0.37722520530223846,,
215464,103402,0.5365000000000001,0.05,2508,2,87.81,33650,0.0001,0.5076652467250824,,
215488,103416,0.5119000000000002,0.05,2509,2,87.88,,,,,
215496,103425,0.4749000000000001,0.05,2510,2,87.54,33655,0.0001,0.6447965919971466,,
215536,103442,0.8416,0.05,2511,2,87.64,33660,0.0001,0.5407354176044464,,
215632,103534,0.9023000000000002,0.05,2512,2,86.85,33675,0.0001,0.7018075585365295,,
215856,103581,0.8961000000000001,0.05,2513,2,87.36,33710,0.0001,0.5366108536720275,,
216056,103636,1.0017000000000003,0.05,2514,2,86.94,33740,0.0001,0.5109202444553376,,
216064,,,,,,,,,,82.6,5.876
216128,103798,1.0331000000000004,0.05,2515,2,86.78,33750,0.0001,0.40470009446144106,,
216168,103822,1.5396,0.05,2516,2,87.06,33760,0.0001,0.4373628795146942,,
216168,103822,1.5396,,2517,2,87.06,,,,,
216184,103834,1.5148000000000001,0.05,2518,2,86.85,,,,,
216192,103843,1.3846,0.05,2519,2,86.33,,,,,
216336,103881,1.2816,0.05,2520,2,86.46,33785,0.0001,0.4759139001369476,,
216624,103941,1.4389,0.05,2521,2,86.05,33830,0.0001,0.5323782682418823,,
216640,103952,1.5611,0.05,2522,2,85.96,,,,,
216752,103980,1.4913000000000003,0.05,2523,2,85.71,33850,0.0001,0.4345398902893066,,
216760,103989,1.4869999999999999,0.05,2524,2,85.49,,,,,
216880,104022,1.8197999999999999,0.05,2525,2,85.5,33870,0.0001,0.45616101026535033,,
216936,104053,1.8807000000000003,0.05,2526,2,85.52,33880,0.0001,0.4087158769369125,,
217000,104070,1.8455000000000001,0.05,2527,2,86.34,33890,0.0001,0.3506066769361496,,
217056,104089,1.5704999999999998,0.05,2528,2,86.92,33895,0.0001,0.44828698635101316,,
217088,,,0.05,,,,33900,0.0001,0.34203067123889924,89.0,5.392000000000001
217208,104272,1.3758999999999997,0.05,2529,2,87.05,33920,0.0001,0.5663589417934418,,
217360,104315,1.1726999999999999,0.05,2530,2,86.87,33945,0.0001,0.38292563557624815,,
217488,104343,1.0272,0.05,2531,2,86.88,33965,0.0001,0.46938862800598147,,
217520,104356,0.9666,0.05,2532,2,87.01,33970,0.0001,0.41562694013118745,,
217544,104370,0.8585999999999998,0.05,2533,2,87.68,33975,0.0001,0.6880659997463227,,
217672,104405,0.8904,0.05,2534,2,87.27,33995,0.0001,0.4453975915908813,,
217680,104474,0.8409,0.05,2535,2,86.42,,,,,
217768,104498,0.5597,0.05,2536,2,86.51,34010,0.0001,0.4256488442420959,,
217840,104518,0.5587999999999999,0.05,2537,2,86.77,34020,0.0001,0.43983436822891236,,
217944,104552,0.6275999999999997,0.05,2538,2,86.33,34035,0.0001,0.46664996147155763,,
218112,,,0.05,,,,34060,0.0001,0.4037757158279419,75.0,-13.372
218136,104716,0.4419999999999999,0.05,2539,2,85.27,34065,0.0001,0.5510888516902923,,
218280,104750,0.579,0.05,2540,2,85.49,34090,0.0001,0.5084971189498901,,
218296,104760,0.7455999999999999,0.05,2541,2,86.0,,,,,
218376,104785,0.9144999999999999,0.05,2542,2,86.16,34105,0.0001,0.4100037395954132,,
218408,104798,1.0047,0.05,2543,2,86.19,34110,0.0001,0.5601266205310822,,
218472,104820,0.875,0.05,2544,2,86.04,34120,0.0001,0.4045626878738403,,
218488,104831,0.7357999999999998,0.05,2545,2,86.19,,,,,
218640,104870,0.5791000000000001,0.05,2546,2,85.96,34145,0.0001,0.4219354808330536,,
218888,104928,1.0708,0.05,2547,2,85.38,34185,0.0001,0.6401247620582581,,
218888,104928,1.0708,,2548,2,85.38,,,,,
218984,104954,1.0785999999999998,0.05,2549,2,85.33,34200,0.0001,0.4484323561191559,,
219088,104984,0.9944999999999999,0.05,2550,2,85.8,34215,0.0001,0.4902607619762421,,
219112,104995,1.2799999999999998,0.05,2551,2,85.72,34220,0.0001,0.46086178719997406,,
219136,,,0.05,,,,,,,106.0,12.68
219240,105167,1.2575999999999996,0.05,2552,2,85.84,34240,0.0001,0.6083832681179047,,
219320,105193,1.4057000000000002,0.05,2553,2,85.89,34250,0.0001,0.5111874759197235,,
219320,105193,1.4057000000000002,,2554,2,85.89,,,,,
219520,105230,1.5620999999999998,0.05,2555,2,86.12,34280,0.0001,0.4832889199256897,,
219800,105285,1.4876000000000003,0.05,2556,2,86.17,34325,0.0001,0.5933559775352478,,
219880,105307,1.6191,0.05,2557,2,86.7,34340,0.0001,0.500500601530075,,
219896,105317,1.8886,0.05,2558,2,86.78,,,,,
219904,105326,1.8452000000000002,0.05,2559,2,86.5,,,,,
219920,105338,1.9036000000000002,0.05,2560,2,87.17,34345,0.0001,0.6039587020874023,,
220024,105367,1.6694,0.05,2561,2,86.53,34360,0.0001,0.4133643597364426,,
220160,,,0.05,,,,34380,0.0001,0.6532026648521423,80.2,3.9279999999999995
220160,105553,1.6911999999999998,0.05,2562,2,86.58,,,,,
220480,105618,1.8551999999999997,0.05,2563,2,87.18,34430,0.0001,0.4235280752182007,,
220528,105634,1.9336999999999998,0.05,2564,2,87.05,34440,0.0001,0.4047728717327118,,
220576,105651,1.8423999999999998,0.05,2565,2,86.96,34445,0.0001,0.6649136900901794,,
220608,105664,1.5785999999999998,0.05,2566,2,87.12,34450,0.0001,0.40684257447719574,,
220680,105681,1.4483000000000001,0.05,2567,2,87.17,34465,0.0001,0.41460762917995453,,
220768,105703,1.4017000000000002,0.05,2568,2,86.99,34475,0.0001,0.28439988791942594,,
220936,105743,1.3044000000000002,0.05,2569,2,87.07,34505,0.0001,0.4541994512081146,,
221040,105768,1.1405000000000003,0.05,2570,2,87.78,34520,0.0001,0.41471573412418367,,
221184,,,0.05,,,,34540,0.0001,0.43156120777130125,163.6,-8.654
221320,105958,1.0173000000000005,0.05,2571,2,87.51,34565,0.0001,0.4755581557750702,,
221384,105979,0.9636000000000001,0.05,2572,2,87.78,34575,0.0001,0.45822442770004274,,
221400,105992,0.7427000000000002,0.05,2573,2,87.65,,,,,
221432,106007,0.5713000000000001,0.05,2574,2,87.93,34580,0.0001,0.35497114062309265,,
221544,106047,0.2468,0.05,2575,2,88.17,34600,0.0001,0.3539784997701645,,
221544,106047,0.2468,,2576,2,88.17,,,,,
221568,106062,0.18830000000000008,0.05,2577,2,88.01,,,,,
221608,106085,-0.12559999999999996,0.05,2578,2,88.27,34610,0.0001,0.5531752914190292,,
221704,106125,-0.22609999999999988,0.05,2579,2,87.9,34625,0.0001,0.4838869392871857,,
221920,106192,-0.336,0.05,2580,2,87.65,34655,0.0001,0.4460058659315109,,
222080,106238,-0.21450000000000002,0.05,2581,2,87.36,34680,0.0001,0.47796120643615725,,
222104,106250,-0.15940000000000004,0.05,2582,2,86.69,34685,0.0001,0.38077953159809114,,
222192,106282,-0.016599999999999993,0.05,2583,2,86.77,34700,0.0001,0.6621205747127533,,
222208,,,0.05,,,,,,,188.2,0.9279999999999997
222208,106436,-0.34480000000000016,0.05,2584,2,87.31,,,,,
222336,106474,0.05409999999999986,0.05,2585,2,87.84,34720,0.0001,0.7059945344924927,,
222360,106496,0.2079,0.05,2586,2,88.2,34725,0.0001,0.4352226495742798,,
222360,106496,0.2079,,2587,2,88.2,,,,,
222464,106536,-0.11490000000000014,0.05,2588,2,87.57,34740,0.0001,0.41910919547080994,,
222480,106545,-0.17869999999999991,0.05,2589,2,87.18,34745,0.0001,0.5570781350135803,,
222504,106559,0.005599999999999931,0.05,2590,2,87.29,34750,0.0001,0.45316213369369507,,
222664,106604,-0.03729999999999998,0.05,2591,2,87.49,34775,0.0001,0.3499172002077103,,
222792,106650,0.032299999999999975,0.05,2592,2,87.46,34795,0.0001,0.5121348738670349,,
223016,106694,0.15509999999999985,0.05,2593,2,87.66,34830,0.0001,0.4509134590625763,,
223080,106716,0.04129999999999992,0.05,2594,2,87.81,34840,0.0001,0.561775553226471,,
223232,,,0.05,,,,34860,0.0001,0.8400940477848053,98.6,7.659999999999999
223232,106930,0.06749999999999985,0.05,2595,2,88.16,,,,,
223376,106967,0.11029999999999986,0.05,2596,2,88.57,34885,0.0001,0.3143457412719727,,
223384,106976,0.08379999999999976,0.05,2597,2,88.71,,,,,
223560,107013,0.3040999999999998,0.05,2598,2,89.27,34915,0.0001,0.5608336746692657,,
223568,107022,0.19509999999999997,0.05,2599,2,89.25,,,,,
223640,107043,0.45159999999999995,0.05,2600,2,89.45,34925,0.0001,0.6046639084815979,,
223728,107071,0.11250000000000007,0.05,2601,2,89.47,34940,0.0001,0.3660040140151978,,
223824,107098,0.0675,0.05,2602,2,89.67,34955,0.0001,0.4950951039791107,,
223976,107132,-0.15069999999999983,0.05,2603,2,89.24,34980,0.0001,0.518805879354477,,
223984,107141,0.006800000000000068,0.05,2604,2,89.1,,,,,
224072,107173,0.3758000000000001,0.05,2605,2,88.97,34995,0.0001,0.42648985981941223,,
224176,107207,0.4902000000000001,0.05,2606,2,88.79,35010,0.0001,0.36373978555202485,,
224200,107222,0.4274000000000001,0.05,2607,2,89.17,35015,0.0001,0.34606256186962125,,
224256,,,0.05,,,,35020,0.0001,0.5569545030593872,80.2,6.354
224320,107398,0.4431999999999999,0.05,2608,2,89.33,35030,0.0001,0.5580610454082489,,
224536,107439,0.3168000000000001,0.05,2609,2,89.39,35065,0.0001,0.5348143875598907,,
224552,107449,0.21559999999999999,0.05,2610,2,89.4,35070,0.0001,0.4646464645862579,,
224696,107493,-0.2361999999999999,0.05,2611,2,88.88,35090,0.0001,0.3458626925945282,,
224760,107519,-0.2744999999999999,0.05,2612,2,89.34,35100,0.0001,0.4590931236743927,,
224808,107539,-0.33109999999999995,0.05,2613,2,89.17,35110,0.0001,0.5137756288051605,,
224840,107553,-0.4756000000000001,0.05,2614,2,89.82,35115,0.0001,0.39700527787208556,,
224968,107587,-0.4440000000000002,0.05,2615,2,89.74,35135,0.0001,0.49585246443748476,,
225240,107638,-0.26130000000000025,0.05,2616,2,89.9,35175,0.0001,0.6494671821594238,,
225280,,,0.05,,,,35180,0.0001,0.5242910861968995,78.2,6.723999999999999
225288,107798,-0.5457,0.05,2617,2,89.67,35185,0.0001,0.38096445202827456,,
225296,107807,-0.7239000000000001,0.05,2618,2,90.26,,,,,
225360,107825,-0.7342000000000003,0.05,2619,2,90.13,35195,0.0001,0.393354794383049,,
225640,107867,-0.7807000000000002,0.05,2620,2,90.12,35240,0.0001,0.5089570224285126,,
225720,107887,-0.8769,0.05,2621,2,90.6,35250,0.0001,0.48152323961257937,,
225760,107905,-0.9722,0.05,2622,2,91.38,35255,0.0001,0.35781401991844175,,
226072,107978,-0.8259000000000001,0.05,2623,2,91.3,35305,0.0001,0.3995970845222473,,
226144,108000,-0.8835999999999997,0.05,2624,2,91.57,35315,0.0001,0.7635180711746216,,
226160,108014,-1.0344,0.05,2625,2,91.76,35320,0.0001,0.6199607849121094,,
226184,108028,-0.9312,0.05,2626,2,91.94,35325,0.0001,0.6418894529342651,,
226200,108041,-1.2157,0.05,2627,2,91.27,,,,,
226264,108064,-1.0948999999999998,0.05,2628,2,90.79,35335,0.0001,0.40207270681858065,,
226280,108076,-0.8584,0.05,2629,2,90.76,35340,0.0001,0.47650099992752076,,
226304,,,0.05,,,,,,,120.2,0.9280000000000002
226576,108266,-0.8162999999999998,0.05,2630,2,92.02,35385,0.0001,0.5454491794109344,,
226752,108307,-0.6280999999999997,0.05,2631,2,91.71,35410,0.0001,0.4261436641216278,,
226800,108327,-0.7180999999999997,0.05,2632,2,91.38,35420,0.0001,0.5817606329917908,,
226864,108363,-0.9183999999999998,0.05,2633,2,91.64,35430,0.0001,0.6201017677783967,,
226864,108363,-0.9183999999999998,,2634,2,91.64,,,,,
226904,108387,-0.9037,0.05,2635,2,92.58,35435,0.0001,0.3086452454328537,,
226936,108405,-1.0655,0.05,2636,2,93.16,35440,0.0001,0.6418606698513031,,
227128,108465,-0.9362999999999999,0.05,2637,2,93.02,35470,0.0001,0.847259646654129,,
227248,108506,-1.1075,0.05,2638,2,92.94,35490,0.0001,0.4395302414894104,,
227328,,,0.05,,,,35500,0.0001,0.4426228702068329,88.6,6.808000000000002
227416,108678,-1.1941000000000006,0.05,2639,2,92.78,35515,0.0001,0.4511395424604416,,
227424,108747,-1.2115000000000002,0.05,2640,2,91.8,,,,,
227464,108765,-1.2287000000000001,0.05,2641,2,91.46,35525,0.0001,0.42444920241832734,,
227472,108774,-1.4437000000000006,0.05,2642,2,91.15,,,,,
227544,108801,-1.6052000000000004,0.05,2643,2,90.87,35535,0.0001,0.3952061951160431,,
227600,108823,-1.5817000000000008,0.05,2644,2,90.91,35545,0.0001,0.4454630672931671,,
227608,108833,-1.7283000000000004,0.05,2645,2,90.74,,,,,
227736,108869,-1.5873000000000002,0.05,2646,2,91.1,35565,0.0001,0.5593389272689819,,
227976,108927,-1.7394999999999998,0.05,2647,2,91.52,35605,0.0001,0.5057632327079773,,
228048,108957,-1.7221000000000002,0.05,2648,2,91.48,35615,0.0001,0.6439969062805175,,
228080,108969,-1.6627,0.05,2649,2,91.39,35620,0.0001,0.5973539113998413,,
228160,108992,-1.7844,0.05,2650,2,90.73,35630,0.0001,0.6194212436676025,,
228208,109008,-1.849,0.05,2651,2,90.93,35640,0.0001,0.5537907540798187,,
228272,109031,-2.052,0.05,2652,2,90.17,35650,0.0001,0.7288935989141464,,
228352,,,0.05,,,,35660,0.0001,0.5652799785137177,89.0,10.542000000000002
228448,109196,-2.1828999999999996,0.05,2653,2,90.24,35675,0.0001,0.39791964292526244,,
228480,109209,-2.0423999999999998,0.05,2654,2,90.48,35680,0.0001,0.5801192283630371,,
228528,109224,-2.207,0.05,2655,2,90.38,35690,0.0001,0.4475479543209076,,
228728,109270,-2.1802,0.05,2656,2,90.9,35720,0.0001,0.43233399391174315,,
228752,109281,-1.9989000000000001,0.05,2657,2,90.4,35725,0.0001,0.5030248820781708,,
228792,109299,-2.2032,0.05,2658,2,90.47,35730,0.0001,0.6256528854370117,,
228928,109336,-2.3674,0.05,2659,2,90.38,35750,0.0001,0.4274337887763977,,
229064,109381,-2.4116999999999997,0.05,2660,2,89.94,35775,0.0001,0.5073453724384308,,
229080,109393,-2.5501,0.05,2661,2,90.07,,,,,
229192,109429,-2.7121000000000004,0.05,2662,2,89.82,35795,0.0001,0.49346759617328645,,
229232,109462,-2.9170000000000003,0.05,2663,2,89.0,35800,0.0001,0.46762819290161134,,
229376,,,0.05,,,,35820,0.0001,0.4721088886260986,76.0,2.442
229424,109670,-2.8865000000000003,0.05,2664,2,89.03,35830,0.0001,0.6192536413669586,,
229448,109684,-2.9914000000000005,0.05,2665,2,89.41,35835,0.0001,0.3294774293899536,,
229472,109705,-3.1778000000000004,0.05,2666,2,89.22,,,,,
229472,109705,-3.1778000000000004,,2667,2,89.22,,,,,
229480,109774,-3.2039000000000004,0.05,2668,2,88.3,35840,0.0001,0.4853608548641205,,
229528,109830,-3.4909000000000003,0.05,2669,2,87.91,35845,0.0001,0.6391563534736633,,
229608,109879,-3.347,0.05,2670,2,87.21,35860,0.0001,0.525786229968071,,
229616,109906,-3.0523000000000002,0.05,2671,2,87.39,,,,,
229720,109939,-3.0596000000000005,0.05,2672,2,86.99,35875,0.0001,0.5800929725170135,,
229920,109993,-3.0527,0.05,2673,2,86.68,35905,0.0001,0.5627668619155883,,
230176,110046,-3.0491999999999995,0.05,2674,2,86.59,35945,0.0001,0.4999799430370331,,
230184,110054,-2.6899999999999995,0.05,2675,2,86.2,35950,0.0001,0.7057696878910065,,
230208,110081,-2.4533,0.05,2676,2,85.98,,,,,
230256,110095,-2.507,0.05,2677,2,85.99,35960,0.0001,0.297826012969017,,
230320,110112,-2.0309,0.05,2678,2,85.57,35970,0.0001,0.5072548151016235,,
230384,110128,-1.7901000000000002,0.05,2679,2,86.37,35980,0.0001,0.4775485575199127,,
230400,,,0.05,,,,,,,56.8,-2.94
230472,110355,-1.6820000000000002,0.05,2680,2,86.64,35995,0.0001,0.43695759773254395,,
230544,110370,-1.9629000000000003,0.05,2681,2,86.78,36005,0.0001,0.44180975258350375,,
230872,110413,-2.0871,0.05,2682,2,86.77,36055,0.0001,0.5520089566707611,,
231088,110440,-2.0726,0.05,2683,2,87.0,36090,0.0001,0.5418433785438538,,
231168,110476,-1.8722999999999999,0.05,2684,2,87.12,36100,0.0001,0.4857564628124237,,
231256,110498,-1.9902000000000004,0.05,2685,2,87.3,36115,0.0001,0.4504790723323822,,
231312,110521,-2.1574000000000004,0.05,2686,2,87.66,36125,0.0001,0.5290180653333664,,
231312,110521,-2.1574000000000004,,2687,2,87.66,,,,,
231320,110530,-1.9825000000000004,0.05,2688,2,88.73,,,,,
231424,,,0.05,,,,36140,0.0001,0.6540584921836853,124.0,6.5040000000000004
231440,110714,-1.6856000000000002,0.05,2689,2,89.58,36145,0.0001,0.5241779148578644,,
231736,110794,-1.6074000000000004,0.05,2690,2,90.13,36190,0.0001,0.5860384941101074,,
231792,110812,-1.8622000000000003,0.05,2691,2,89.64,36200,0.0001,0.5332017660140991,,
231880,110836,-1.9385000000000003,0.05,2692,2,89.67,36215,0.0001,0.35587720274925233,,
231920,110854,-2.0367000000000006,0.05,2693,2,89.65,36220,0.0001,0.5732288241386414,,
231976,110881,-1.6695000000000002,0.05,2694,2,89.75,36230,0.0001,0.33695022761821747,,
231976,110881,-1.6695000000000002,,2695,2,89.75,,,,,
232264,110947,-1.6341999999999999,0.05,2696,2,89.79,36275,0.0001,0.45580105781555175,,
232360,110975,-1.5908999999999998,0.05,2697,2,90.0,36290,0.0001,0.5682613909244537,,
232448,,,0.05,,,,36300,0.0001,0.5262976884841919,156.6,12.312000000000001
232464,111166,-1.7157999999999998,0.05,2698,2,89.11,36305,0.0001,0.465829199552536,,
232552,111204,-1.6454999999999997,0.05,2699,2,89.09,36320,0.0001,0.39718397706747055,,
232704,111235,-2.0128,0.05,2700,2,89.08,36340,0.0001,0.42079898416996003,,
233048,111302,-1.8542999999999994,0.05,2701,2,89.53,36395,0.0001,0.4674546837806702,,
233160,111332,-1.8660999999999992,0.05,2702,2,89.72,36415,0.0001,0.43188478946685793,,
233168,111342,-1.7880999999999998,0.05,2703,2,90.54,,,,,
233184,111354,-1.8621999999999996,0.05,2704,2,90.63,,,,,
233200,111365,-2.0026999999999995,0.05,2705,2,91.64,36420,0.0001,0.36208813786506655,,
233320,111400,-2.37,0.05,2706,2,91.65,36440,0.0001,0.35379618108272554,,
233352,111413,-2.1467,0.05,2707,2,91.62,36445,0.0001,0.3609259396791458,,
233408,111453,-2.1693999999999996,0.05,2708,2,91.95,36450,0.0001,0.39140634536743163,,
233472,,,0.05,,,,36460,0.0001,0.5598257303237915,88.4,5.542
233632,111673,-2.1274999999999995,0.05,2709,2,91.6,36485,0.0001,0.49495447278022764,,
233712,111716,-2.2117999999999998,0.05,2710,2,91.57,36500,0.0001,0.580350661277771,,
233744,111748,-1.7599999999999993,0.05,2711,2,91.97,36505,0.0001,0.7795630693435669,,
233832,111768,-1.7353999999999994,0.05,2712,2,91.81,36520,0.0001,0.6869458734989167,,
233848,111779,-1.9795999999999996,0.05,2713,2,91.55,,,,,
233944,111807,-1.9031999999999996,0.05,2714,2,91.13,36535,0.0001,0.6875244021415711,,
233968,111837,-2.0572,0.05,2715,2,91.29,36540,0.0001,0.3721133679151535,,
234200,111884,-2.3410999999999995,0.05,2716,2,91.05,36575,0.0001,0.525182455778122,,
234312,111916,-2.2295999999999996,0.05,2717,2,91.16,36595,0.0001,0.36175106167793275,,
234456,111967,-2.0436,0.05,2718,2,90.69,36615,0.0001,0.5270632266998291,,
234488,111981,-1.7106000000000001,0.05,2719,2,90.76,36620,0.0001,0.3820855259895325,,
234496,,,,,,,,,,92.4,12.17
234640,112145,-1.5373999999999999,0.05,2720,2,90.56,36645,0.0001,0.47959311306476593,,
234696,112160,-1.4901999999999997,0.05,2721,2,90.4,36655,0.0001,0.41892610788345336,,
234760,112179,-1.4939000000000002,0.05,2722,2,90.16,36665,0.0001,0.7529208421707153,,
234920,112216,-1.6614000000000002,0.05,2723,2,90.46,36690,0.0001,0.42963807582855223,,
235160,112260,-1.6554999999999997,0.05,2724,2,90.68,36725,0.0001,0.542756074666977,,
235216,112281,-1.4879999999999998,0.05,2725,2,90.73,36735,0.0001,0.3758648931980133,,
235248,112294,-1.6539999999999997,0.05,2726,2,90.6,36740,0.0001,0.43692103326320647,,
235400,112335,-1.3942999999999999,0.05,2727,2,91.39,36765,0.0001,0.5558072388172149,,
235496,112369,-1.4207999999999998,0.05,2728,2,92.02,36780,0.0001,0.43727037608623504,,
235520,,,0.05,,,,,,,127.4,-10.118
235592,112561,-1.8267999999999995,0.05,2729,2,91.86,36795,0.0001,0.5093822777271271,,
235632,112577,-1.8096999999999996,0.05,2730,2,90.74,36800,0.0001,0.439224049448967,,
235712,112602,-1.9314999999999996,0.05,2731,2,91.4,36810,0.0001,0.555919349193573,,
235720,112611,-1.6518999999999997,0.05,2732,2,91.83,36815,0.0001,0.7483394861221313,,
