time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/exploration_rate,train/learning_rate,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
2,-16.446851851851854,5568,95.38888888888889,2498,54,0.9471039999999998,,,,,
2,-16.147818181818185,5576,93.67272727272727,2566,55,0.9470279999999998,0.0001,855,0.20691600143909455,,
2,-15.739107142857145,5624,94.96428571428571,2576,56,0.9465720000000004,0.0001,860,0.20497895777225494,,
2,-15.730877192982458,5736,94.9298245614035,2592,57,0.9455080000000003,0.0001,880,0.15944677144289016,,
2,-15.797758620689656,5872,95.22413793103448,2608,58,0.9442160000000002,0.0001,900,0.24896906614303588,,
2,-15.754576271186442,5888,95.33898305084746,2616,59,0.944064,,,,,
2,-15.966833333333335,5992,95.13333333333334,2631,60,0.943076,0.0001,920,0.31120394468307494,,
,,6144,,,,0.9417079999999998,0.0001,940,0.20139270424842834,311.4,-9.307999999999998
2,-16.04,6240,94.93442622950819,2782,61,0.9407199999999998,0.0001,955,0.2916938215494156,,
2,-15.917580645161292,6464,95.09677419354838,2804,62,0.9385919999999998,0.0001,990,0.2106896758079529,,
2,-15.991428571428575,6648,95.12698412698413,2820,63,0.9368440000000001,0.0001,1020,0.21359825134277344,,
2,-15.741562500000002,6656,93.65625,2888,64,0.936768,,,,,
2,-15.921076923076924,6664,93.70769230769231,2895,65,0.936692,0.0001,1025,0.3507820963859558,,
2,-15.715151515151517,6728,94.53030303030303,2905,66,0.9360840000000004,0.0001,1035,0.18439659625291824,,
2,-15.95313432835821,6872,95.80597014925372,2935,67,0.9347160000000001,0.0001,1055,0.20313266068696975,,
,,7168,,,,0.9319799999999995,0.0001,1100,0.19597190320491792,123.4,-14.856
2,-15.798970588235296,7192,97.07352941176471,3168,68,0.9316760000000002,0.0001,1105,0.1769584149122238,,
2,-15.921159420289857,7296,96.81159420289855,3216,69,0.9306880000000003,0.0001,1120,0.23723609745502472,,
2,-15.898142857142858,7416,96.4,3231,70,0.9295480000000003,0.0001,1140,0.19729458540678024,,
2,-15.69,7552,97.35211267605634,3243,71,0.928256,0.0001,1160,0.17834777534008026,,
2,-15.308767123287671,7560,97.38356164383562,3311,72,0.9281799999999999,0.0001,1165,0.2591526746749878,,
2,-15.308767123287671,7560,97.38356164383562,3311,73,,,,,,
2,-15.38527027027027,7688,96.9054054054054,3327,74,0.9269639999999998,0.0001,1185,0.22158730626106263,,
2,-15.331599999999998,7784,97.81333333333333,3356,75,0.9260519999999999,0.0001,1200,0.1972413808107376,,
2,-15.198552631578947,7976,98.69736842105263,3377,76,0.9242280000000002,0.0001,1230,0.29723733365535737,,
2,-14.855974025974024,8064,99.58441558441558,3391,77,0.9233920000000004,0.0001,1240,0.23881380558013915,,
2,-14.665512820512818,8072,98.32051282051282,3458,78,0.9233160000000004,0.0001,1245,0.27344755828380585,,
,,8192,,,,0.9222520000000003,0.0001,1260,0.30024126172065735,206.8,-4.172000000000001
2,-14.75670886075949,8288,98.45569620253164,3659,79,0.9212640000000004,0.0001,1275,0.18865697383880614,,
2,-14.809625,8536,98.4,3688,80,0.9189080000000002,0.0001,1315,0.21326473653316497,,
2,-14.919382716049384,8760,99.03703703703704,3716,81,0.9167800000000002,0.0001,1350,0.3260254204273224,,
2,-14.58012048192771,8776,100.51807228915662,3724,82,0.916628,0.0001,1355,0.25880875289440153,,
2,-14.58012048192771,8776,100.51807228915662,3724,83,,,,,,
2,-14.747142857142855,8960,99.5952380952381,3749,84,0.9148800000000004,0.0001,1380,0.2621931105852127,,
2,-14.599999999999998,8984,99.76470588235294,3758,85,0.9146520000000001,0.0001,1385,0.39431277513504026,,
2,-14.455116279069767,9048,100.76744186046511,3790,86,0.9140440000000005,0.0001,1395,0.16406454145908356,,
2,-14.268275862068965,9072,101.183908045977,3799,87,0.9138160000000003,0.0001,1400,0.17122566252946853,,
,,9216,,,,0.9125240000000001,0.0001,1420,0.20884147435426711,162.8,-8.256
2,-14.38568181818182,9224,100.2840909090909,3924,88,0.912372,0.0001,1425,0.18989525139331817,,
2,-14.48112359550562,9288,100.21348314606742,3936,89,0.9117640000000004,0.0001,1435,0.2233279049396515,,
2,-14.191555555555558,9624,100.95555555555555,3971,90,0.9085720000000004,0.0001,1485,0.2427878350019455,,
2,-14.219670329670333,9888,101.12087912087912,4017,91,0.906064,0.0001,1525,0.29009830951690674,,
2,-14.350434782608698,9896,101.56521739130434,4025,92,0.9059879999999999,0.0001,1530,0.20850236415863038,,
2,-14.413978494623658,9960,101.66666666666667,4038,93,0.9053800000000003,0.0001,1540,0.22106434404850006,,
2,-14.388404255319152,10000,101.93617021276596,4049,94,0.9049999999999999,0.0001,1545,0.23542024046182633,,
2,-14.518421052631581,10112,102.03157894736842,4102,95,0.9039359999999999,0.0001,1560,0.2530470699071884,,
2,-14.373229166666667,10216,102.84375,4121,96,0.902948,0.0001,1580,0.23878106474876404,,
,,10240,,,,0.9027959999999998,,,,376.2,-8.758000000000001
2,-14.277731958762885,10568,103.43298969072166,4373,97,0.8996039999999998,0.0001,1635,0.22091249823570253,,
2,-14.349693877551019,10632,103.31632653061224,4387,98,0.8989960000000002,0.0001,1645,0.13638097196817398,,
2,-14.376363636363633,10712,103.31313131313131,4399,99,0.8982359999999995,0.0001,1655,0.3089695870876312,,
2,-14.214299999999998,10952,103.94,4432,100,0.8959560000000004,0.0001,1695,0.3159082531929016,,
2,-13.9539,11120,105.26,4472,101,0.8943599999999998,0.0001,1720,0.1780209496617317,,
,,11264,,,,0.8930679999999995,0.0001,1740,0.2147926777601242,325.4,-6.109999999999999
2,-13.7082,11296,106.09,4622,102,0.8926880000000003,0.0001,1745,0.2425777107477188,,
2,-13.5705,11384,106.83,4634,103,0.8918520000000005,0.0001,1760,0.2093086451292038,,
